date,TOT_HRS,AFS_QU,TOT_NFP,TOT_AHE,MFN_HRS,FSD_HRS,MFN_NFP,FSD_NFP,AFS_NFP,TOT_QU,AFS_AHE,MFN_AHE,FSD_AHE,OTH_NFP,AFS_NFP_12ch,AFS_NFP_ch,AFS_NFP_12_pct_ch,AFS_NFP_index,AFS_NFP_index1,FSD_NFP_12ch,FSD_NFP_ch,FSD_NFP_12_pct_ch,FSD_NFP_index,FSD_NFP_index1,TOT_NFP_12ch,TOT_NFP_ch,TOT_NFP_12_pct_ch,TOT_NFP_index,TOT_NFP_index1,OTH_NFP_12ch,OTH_NFP_ch,OTH_NFP_12_pct_ch,OTH_NFP_index,OTH_NFP_index1,MFN_NFP_12ch,MFN_NFP_ch,MFN_NFP_12_pct_ch,MFN_NFP_index,MFN_NFP_index1,AFS_AHE_12_pct_ch,FSD_AHE_12_pct_ch,TOT_AHE_12_pct_ch
2003-09-01,,3.9,130282,15.42,,,14347,8637.1,10401.7,1.9,8.52,15.83,8.09,121644.9,183.3,36.8,1.793822908,93.00185973,,198.1,46.9,2.34743453,91.55968749,187.5999131,-245,104,-0.187700629,99.43596828,143.4792185,-443.1,57.1,-0.362934932,100.0470442,141.1226479,-772,-29,-5.106157815,122.3520382,74.40618193,2.280912365,2.017654477,2.322495023
2003-10-01,,4.3,130485,15.43,,,14334,8679.2,10444.3,1.9,8.53,15.83,8.08,121805.8,166.5,42.6,1.619996497,93.3827474,,199.1,42.1,2.347849672,92.00597882,188.5143354,-164,203,-0.125527176,99.59090527,143.7027819,-363.1,160.9,-0.297211483,100.1793767,141.3093111,-726,-13,-4.820717131,122.2411735,74.33876154,2.033492823,1.507537688,2.05026455
2003-11-01,,4.4,130496,15.47,,,14316,8691.1,10465.4,1.9,8.54,15.9,8.09,121804.9,170.6,21.1,1.657147298,93.57140303,,198.5,11.9,2.337328969,92.13212768,188.7728063,-166,11,-0.127045354,99.59930088,143.7148961,-364.5,-0.9,-0.298356217,100.1786365,141.308267,-676,-18,-4.509071505,122.0876684,74.24541023,1.78784267,1.125,2.112211221
2003-12-01,,4.1,130619,15.47,,,14300,8712.5,10492,1.9,8.57,15.92,8.1,121906.5,206.4,26.6,2.006688963,93.80923429,,228.3,21.4,2.690884232,92.3589836,189.2376195,115,123,0.088119904,99.69317896,143.8503557,-113.3,101.6,-0.092853783,100.2621976,141.4261352,-612,-16,-4.104077253,121.9512195,74.16243128,1.660735469,0.746268657,1.709401709
2004-01-01,,4.1,130778,15.5,,,14290,8737.5,10510.4,1.9,8.58,15.95,8.12,122040.5,178.1,18.4,1.723720759,93.97374915,,206.8,25,2.424185589,92.62400221,189.7806255,182,159,0.139361083,99.81453355,144.025462,-24.8,134,-0.020316994,100.3724061,141.5815912,-576,-10,-3.874613211,121.8659389,74.11056944,1.658767773,0.995024876,1.839684625
2004-02-01,,4.3,130826,15.54,,,14279,8753,10531.4,1.9,8.6,15.98,8.13,122073,227.2,21,2.204926147,94.16151068,,241.6,15.5,2.83854595,92.78831374,190.1172893,379,48,0.290539453,99.8511689,144.0783243,137.4,32.5,0.112682432,100.3991358,141.6192951,-502,-11,-3.396251945,121.7721303,74.05352142,1.057579318,0.494437577,1.635055592
2004-03-01,,4.6,131157,15.56,,,14287,8794.5,10578.9,2,8.6,16.01,8.16,122362.5,281.3,47.5,2.731704475,94.58620936,,280.2,41.5,3.290934076,93.22824462,191.0186794,919,331,0.705631229,100.1038002,144.4428537,638.8,289.5,0.524795089,100.6372355,141.9551498,-434,8,-2.948169282,121.8403548,74.09501089,1.775147929,1.492537313,1.765860039
2004-04-01,,4.4,131408,15.59,,,14315,8816.5,10604.8,2,8.6,16.05,8.14,122591.5,313.3,25.9,3.044259826,94.81778191,,284.4,22,3.333294265,93.46146099,191.4965248,1214,251,0.932454645,100.2953725,144.7192793,929.6,229,0.76408473,100.8255769,142.2208172,-294,28,-2.012458074,122.0791404,74.24022404,1.775147929,1.118012422,2.028795812
2004-05-01,,4.7,131715,15.64,,,14342,8840.5,10633.2,1.9,8.61,16.07,8.16,122874.5,342.6,28.4,3.329251939,95.07170702,,305.1,24,3.57452492,93.71587885,192.0178106,1528,307,1.173696298,100.5296861,145.0573776,1222.9,283,1.005247773,101.0583307,142.5491311,-215,27,-1.476952669,122.3093979,74.38025101,1.413427562,1.240694789,2.022178735
2004-06-01,,4.5,131792,15.67,,,14332,8851.7,10645.8,2,8.61,16.11,8.16,122940.3,329.4,12.6,3.192974293,95.18436394,,300.6,11.2,3.515337208,93.83460719,192.2610773,1595,77,1.22506663,100.5884553,145.1421775,1294.4,65.8,1.064072032,101.1124481,142.6254669,-161,-10,-1.110881115,122.2241173,74.32838917,1.294117647,0.99009901,2.018229167
2004-07-01,,4.3,131837,15.7,,,14330,8857.4,10650.2,2.1,8.67,16.12,8.19,122979.6,319.5,4.4,3.09272363,95.22370445,,300.4,5.7,3.510576137,93.89503143,192.3848827,1618,45,1.242522213,100.6228009,145.1917359,1317.6,39.3,1.083000444,101.1447704,142.6710597,-72,-2,-0.499930565,122.2070612,74.3180168,1.76056338,1.236093943,1.948051948
2004-08-01,,4.6,131956,15.74,,,14345,8850.9,10644.5,2,8.68,16.2,8.21,123105.1,279.6,-5.7,2.697565823,95.1727406,,260.7,-6.5,3.03485367,93.82612659,192.2437011,1778,119,1.365822182,100.7136261,145.3227902,1517.3,125.5,1.247904806,101.2479881,142.8166547,-31,15,-0.215637173,122.3349821,74.39580956,1.758499414,1.608910891,2.075226978
2004-09-01,,4.3,132118,15.78,,,14331,8897.6,10693.6,2,8.69,16.29,8.21,123220.4,291.9,49.1,2.806272052,95.61174493,,260.5,46.7,3.016058631,94.32118135,193.2580365,1836,162,1.409250702,100.8372704,145.5012004,1575.5,115.3,1.295163217,101.3428167,142.9504165,-16,-14,-0.111521572,122.2155893,74.32320299,1.995305164,1.483312732,2.33463035
2004-10-01,,4.2,132464,15.81,,,14332,8929.8,10719.1,2,8.7,16.27,8.24,123534.2,274.8,25.5,2.631100217,95.83974107,,250.6,32.2,2.887362891,94.66252531,193.9574283,1979,346,1.516649423,101.1013502,145.8822493,1728.4,313.8,1.418980049,101.6009021,143.3144621,-2,1,-0.013952839,122.2241173,74.32838917,1.992966002,1.98019802,2.462734932
2004-11-01,,4.6,132530,15.84,,,14307,8947.8,10748.4,2.1,8.71,16.31,8.26,123582.2,283,29.3,2.70414891,96.1017131,,256.7,18,2.953596208,94.8533387,194.3483927,2034,66,1.558668465,101.1517238,145.9549349,1777.3,48,1.459136701,101.6403797,143.3701478,-9,-25,-0.062866723,122.0109159,74.19873457,1.990632319,2.101359703,2.391725921
2004-12-01,,4.7,132659,15.86,,,14287,8970.2,10777.1,2,8.7,16.34,8.25,123688.8,285.1,28.7,2.717308425,96.35832052,,257.7,22.4,2.957819225,95.09079537,194.8349262,2040,129,1.561794226,101.2501813,146.0970023,1782.3,106.6,1.462022124,101.7280531,143.4938166,-13,-20,-0.090909091,121.8403548,74.09501089,1.516919487,1.851851852,2.521008403
2005-01-01,,4.8,132795,15.9,,,14257,8998.7,10806.5,2.1,8.74,16.38,8.26,123796.3,296.1,29.4,2.817209621,96.62118665,,261.2,28.5,2.989413448,95.39291658,195.4539531,2017,136,1.542308339,101.3539814,146.2467787,1755.8,107.5,1.438702726,101.8164666,143.6185294,-33,-30,-0.230930721,121.584513,73.93942537,1.864801865,1.724137931,2.580645161
2005-02-01,,4.2,133034,15.93,,,14273,9027.2,10833.9,2,8.72,16.44,8.26,124006.8,302.5,27.4,2.872362649,96.86617074,,274.2,28.5,3.132640238,95.69503779,196.07298,2208,239,1.687737911,101.5363949,146.5099888,1933.8,210.5,1.584134084,101.9895927,143.8627346,-6,16,-0.042019749,121.720962,74.02240431,1.395348837,1.59901599,2.50965251
2005-03-01,,4.2,133169,15.97,,,14269,9051.8,10858.2,2.1,8.74,16.44,8.26,124117.2,279.3,24.3,2.640161075,97.08343765,,257.3,24.6,2.925692194,95.9558161,196.607298,2012,135,1.534039357,101.6394318,146.6586639,1754.7,110.4,1.434017775,102.0803914,143.9908119,-18,-4,-0.125988661,121.6868497,74.00165958,1.627906977,1.225490196,2.63496144
2005-04-01,,4.2,133533,16.01,,,14250,9101.4,10918.4,2.1,8.75,16.46,8.29,124431.6,313.6,60.2,2.957151479,97.62168735,,284.9,49.6,3.231441048,96.48161301,197.6846221,2125,364,1.617100938,101.9172499,147.0595361,1840.1,314.4,1.501001293,102.3389701,144.3555535,-65,-19,-0.454069158,121.5248166,73.90312208,1.744186047,1.842751843,2.694034638
2005-05-01,,4.6,133710,16.04,,,14256,9088.7,10909.9,2.2,8.75,16.53,8.3,124621.3,276.7,-8.5,2.602226987,97.54568864,,248.2,-12.7,2.807533511,96.34698356,197.408775,1995,177,1.514633869,102.0523428,147.2544658,1746.8,189.7,1.421613109,102.4949892,144.5756282,-86,6,-0.599637429,121.575985,73.93423919,1.62601626,1.715686275,2.557544757
2005-06-01,,4.4,133955,16.08,,,14227,9113,10938.8,2.1,8.77,16.54,8.31,124842,293,28.9,2.752259107,97.80408426,,261.3,24.3,2.951975327,96.60458164,197.9365769,2163,245,1.641222532,102.2393357,147.5242836,1901.7,220.7,1.546848348,102.6765043,144.8316666,-105,-29,-0.732626291,121.3286713,73.78383985,1.858304297,1.838235294,2.616464582
2005-07-01,,4.9,134329,16.15,,,14226,9135.4,10959.4,2.1,8.78,16.57,8.32,125193.6,309.2,20.6,2.903231864,97.98826938,,278,22.4,3.138618556,96.84203831,198.4231103,2492,374,1.890212914,102.5247861,147.9361688,2214,351.6,1.800298586,102.9656783,145.2395647,-104,-1,-0.725750174,121.3201433,73.77865367,1.268742791,1.587301587,2.866242038
2005-08-01,,5,134525,16.17,,,14203,9144.9,10972.8,2.2,8.8,16.63,8.34,125380.1,328.3,13.4,3.084221899,98.10807911,,294,9.5,3.321696099,96.94274538,198.6294527,2569,196,1.946861075,102.6743804,148.1520231,2275,186.5,1.84801442,103.1190655,145.4559271,-142,-23,-0.989891948,121.123998,73.65937143,1.382488479,1.583434836,2.731893266
2005-09-01,,5.3,134592,16.19,,,14175,9128.8,10952.7,2.3,8.87,16.59,8.4,125463.2,259.1,-20.1,2.422944565,97.92836451,,231.2,-16.1,2.598453516,96.7720734,198.2797567,2474,67,1.872568462,102.7255173,148.22581,2242.8,83.1,1.820153156,103.1874112,145.552333,-156,-28,-1.088549299,120.8852123,73.51415828,2.071346375,2.314250914,2.598225602
2005-10-01,,5.4,134676,16.29,,,14192,9118.3,10940.7,2.2,8.86,16.69,8.4,125557.7,221.6,-12,2.067337743,97.82107221,,188.5,-10.5,2.110909539,96.66076559,198.0516942,2212,84,1.669887668,102.7896291,148.318319,2023.5,94.5,1.638007936,103.2651329,145.6619643,-140,17,-0.976835054,121.0301893,73.60232341,1.83908046,1.941747573,3.036053131
2005-11-01,,5.4,135017,16.3,,,14187,9152.8,10976.6,2.2,8.89,16.68,8.43,125864.2,228.2,35.9,2.123106695,98.14205501,,205,34.5,2.29106596,97.02649126,198.8010426,2487,341,1.876556251,103.0498928,148.6938614,2282,306.5,1.846544243,103.5172143,146.017541,-120,-5,-0.838750262,120.987549,73.57639249,2.066590126,2.05811138,2.904040404
2005-12-01,,4.8,135174,16.36,,,14193,9182.6,11002.8,2.1,8.92,16.68,8.46,125991.4,225.7,26.2,2.094255412,98.37630986,,212.4,29.8,2.367840182,97.34239344,199.4483058,2515,157,1.895838202,103.1697209,148.866765,2302.6,127.2,1.861607518,103.6218302,146.1651082,-94,6,-0.657940785,121.0387174,73.60750959,2.528735632,2.545454545,3.15258512
2006-01-01,,5.4,135452,16.42,,,14210,9225.5,11048,2.2,8.93,16.7,8.47,126226.5,241.5,45.2,2.234766113,98.78044419,,226.8,42.9,2.520364053,97.79716536,200.3801043,2657,278,2.000828344,103.3819006,149.1729257,2430.2,235.1,1.963063516,103.8151885,146.4378524,-47,17,-0.329662622,121.1836944,73.69567472,2.173913043,2.542372881,3.270440252
2006-02-01,,5.7,135767,16.48,,,14209,9253.6,11078.4,2.2,9,16.7,8.52,126513.4,244.5,30.4,2.256805029,99.05225135,,226.4,28.1,2.507975895,98.09504627,200.9904431,2733,315,2.054362043,103.6223201,149.5198344,2506.6,286.9,2.021340765,104.0511499,146.7706907,-64,-1,-0.448399075,121.1751663,73.69048854,3.211009174,3.147699758,3.452605148
2006-03-01,34.2,5.3,136049,16.54,39.8,25.3,14214,9304.4,11130.8,2.2,9.03,16.72,8.56,126744.6,272.6,52.4,2.510545026,99.52076106,,252.6,50.8,2.790605184,98.63356408,202.0938315,2880,282,2.162665485,103.8375528,149.8304002,2627.4,231.2,2.116870184,104.2413007,147.0389104,-55,5,-0.385450978,121.2178066,73.71641946,3.318077803,3.631961259,3.569192235
2006-04-01,34.4,4.2,136232,16.64,39.8,25.2,14226,9327.3,11150.4,2,9.08,16.75,8.61,126904.7,232,19.6,2.124853458,99.69600515,,225.9,22.9,2.482035731,98.87632112,202.591225,2699,183,2.021223218,103.977225,150.0319376,2473.1,160.1,1.98751764,104.3729752,147.2246456,-24,12,-0.168421053,121.3201433,73.77865367,3.771428571,3.860072376,3.9350406
2006-05-01,34.3,5.1,136257,16.65,40,25.2,14203,9309.8,11130.1,2.2,9.14,16.77,8.67,126947.2,220.2,-20.3,2.018350306,99.51450234,,221.1,-17.5,2.432691144,98.69080809,202.2111208,2547,25,1.904868746,103.9963059,150.0594701,2325.9,42.5,1.866374368,104.4079294,147.2739507,-53,-23,-0.371773288,121.123998,73.65937143,4.457142857,4.457831325,3.802992519
2006-06-01,34.4,5.6,136336,16.72,40.1,25.2,14213,9317.6,11134.6,2.2,9.15,16.78,8.67,127018.4,195.8,4.5,1.789958679,99.55473696,,204.6,7.8,2.245144299,98.7734939,202.3805387,2381,79,1.777462581,104.0566016,150.1464725,2176.4,71.2,1.743323561,104.466488,147.3565512,-14,10,-0.098404442,121.2092785,73.71123327,4.33295325,4.332129964,3.980099502
2006-07-01,34.4,4.8,136542,16.78,40,25.3,14188,9355.8,11187.8,2.2,9.18,16.78,8.69,127186.2,228.4,53.2,2.084055696,100.0303995,,220.4,38.2,2.412592771,99.17844233,203.210252,2213,206,1.647447684,104.2138283,150.3733398,1992.6,167.8,1.591614907,104.6044954,147.5512193,-38,-25,-0.267116547,120.9960771,73.58157867,4.555808656,4.447115385,3.900928793
2006-08-01,34.3,4.8,136725,16.82,39.9,25.1,14159,9374,11207.9,2.2,9.23,16.83,8.73,127351,235.1,20.1,2.14257072,100.2101141,,229.1,18.2,2.50522149,99.37137587,203.6055604,2200,183,1.635383758,104.3535006,150.5748772,1970.9,164.8,1.571940045,104.7400354,147.742407,-44,-29,-0.309793706,120.7487634,73.43117934,4.886363636,4.676258993,4.019789734
2006-09-01,34.4,5,136878,16.87,39.9,25.2,14125,9371.5,11221.7,2.1,9.28,16.83,8.77,127506.5,269,13.8,2.456015412,100.3335002,,242.7,-2.5,2.658618877,99.34487401,203.5512598,2286,153,1.698466476,104.4702758,150.7433757,2043.3,155.5,1.628605041,104.8679266,147.9228056,-50,-34,-0.352733686,120.4588095,73.25484908,4.622322435,4.404761905,4.200123533
2006-10-01,34.3,5,136886,16.94,40,25.2,14075,9399.7,11244,2.1,9.33,16.91,8.81,127486.3,303.3,22.3,2.7722175,100.5328851,,281.4,28.2,3.086101576,99.643815,204.1637706,2210,8,1.640975378,104.4763816,150.7521861,1928.6,-20.2,1.536026863,104.8513131,147.8993712,-117,-50,-0.824408117,120.0324066,72.99553988,5.304740406,4.880952381,3.990178023
2006-11-01,34.4,4.9,137095,16.98,39.9,25.3,14041,9451.8,11299.3,2.2,9.4,16.92,8.85,127643.2,322.7,55.3,2.939890312,101.0273238,,299,52.1,3.266759899,100.1961138,205.2953953,2078,209,1.539065451,104.6358981,150.9823572,1779,156.9,1.413428123,104.9803557,148.081394,-146,-34,-1.029111158,119.7424527,72.81920963,5.736782902,4.982206406,4.171779141
2006-12-01,34.5,5.3,137266,17.05,39.9,25.4,14015,9478.1,11334.9,2.2,9.45,16.99,8.93,127787.9,332.1,35.6,3.018322609,101.3456243,,295.5,26.3,3.21804282,100.4749133,205.8666377,2092,171,1.5476349,104.7664115,151.1706791,1796.5,144.7,1.425890974,105.0993645,148.2492633,-178,-26,-1.254139364,119.5207232,72.68436884,5.941704036,5.555555556,4.217603912
2007-01-01,34.3,5,137506,17.09,40,25.2,14008,9517.3,11373.6,2.2,9.54,17.01,8.99,127988.7,325.6,38.7,2.947139754,101.6916419,,291.8,39.2,3.162972197,100.8904625,206.7180712,2054,240,1.516404335,104.9495882,151.4349904,1762.2,200.8,1.396061841,105.2645128,148.4822154,-202,-7,-1.421534131,119.4610268,72.64806555,6.830907055,6.13931523,4.080389769
2007-02-01,34.3,5.3,137595,17.15,39.8,24.9,13997,9532.6,11390.8,2.2,9.59,17.05,9.05,128062.4,312.4,17.2,2.819901791,101.8454276,,279,15.3,3.015042794,101.0526539,207.050391,1828,89,1.346424389,105.0175163,151.5330059,1549,73.7,1.224376232,105.3251275,148.5677162,-212,-11,-1.492012105,119.3672181,72.59101753,6.555555556,6.220657277,4.065533981
2007-03-01,34.4,5.1,137785,17.23,40,25.1,13970,9535.6,11400.2,2.2,9.63,17.1,9.09,128249.4,269.4,9.4,2.420311209,101.9294732,,231.2,3,2.484845879,101.0844561,207.1155517,1736,190,1.276010849,105.1625312,151.7422524,1504.8,187,1.187269517,105.4789259,148.7846586,-244,-27,-1.716617419,119.1369606,72.45099056,6.644518272,6.191588785,4.171704958
2007-04-01,34.4,5.1,137865,17.28,40.1,25.1,13945,9552,11416,2.1,9.69,17.2,9.13,128313,265.6,15.8,2.381977328,102.0707414,,224.7,16.4,2.409057283,101.2583083,207.4717637,1633,80,1.198690469,105.2235901,151.8303562,1408.3,63.6,1.109730372,105.5312338,148.8584422,-281,-25,-1.975256572,118.9237592,72.32133596,6.718061674,6.039488966,3.846153846
2007-05-01,34.4,4.8,138008,17.34,40,25.1,13929,9572.3,11435.9,2.2,9.74,17.23,9.17,128435.7,305.8,19.9,2.747504515,102.2486678,,262.5,20.3,2.819609444,101.4735034,207.9126846,1751,143,1.285071593,105.3327329,151.9878417,1488.5,122.7,1.172534723,105.6321486,149.0007889,-274,-16,-1.929169894,118.7873103,72.23835702,6.564551422,5.767012687,4.144144144
2007-06-01,34.5,5,138083,17.41,40.1,25.2,13911,9584.2,11444.9,2.1,9.79,17.29,9.22,128498.8,310.3,9,2.786808686,102.329137,,266.6,11.9,2.861251825,101.5996523,208.1711555,1747,75,1.281393029,105.3899757,152.070439,1480.4,63.1,1.165500431,105.6840453,149.0739924,-302,-18,-2.12481531,118.6338052,72.1450057,6.994535519,6.343713956,4.126794258
2007-07-01,34.4,5.1,138049,17.46,40.1,25.1,13889,9593.4,11455.6,2.1,9.87,17.29,9.3,128455.6,267.8,10.7,2.393678829,102.424806,,237.6,9.2,2.539601103,101.6971791,208.3709818,1507,-34,1.103689707,105.3640256,152.0329949,1269.4,-43.2,0.998064255,105.6485154,149.0238753,-299,-22,-2.107414717,118.446188,72.03090966,7.516339869,7.019562716,4.052443385
2007-08-01,34.4,4.9,138029,17.5,40.1,25.1,13828,9602.1,11457.4,2.1,9.91,17.35,9.33,128426.9,249.5,1.8,2.22610837,102.4408998,,228.1,8.7,2.433326221,101.7894056,208.5599479,1304,-20,0.953739258,105.3487609,152.0109689,1075.9,-28.7,0.844830429,105.6249111,148.9905798,-331,-61,-2.337735716,117.9259765,71.71455243,7.367280607,6.872852234,4.042806183
2007-09-01,34.4,3.9,138117,17.56,40.1,25.1,13790,9620.4,11486.8,1.9,9.94,17.37,9.35,128496.6,265.1,29.4,2.362387161,102.703766,,248.9,18.3,2.655924879,101.9833992,208.9574283,1239,88,0.90518564,105.4159257,152.1078831,990.1,69.7,0.776509433,105.682236,149.0714402,-335,-38,-2.371681416,117.6019103,71.51747744,7.112068966,6.61345496,4.090100771
2007-10-01,34.3,5.1,138201,17.57,39.9,25,13764,9636.9,11515.5,2.1,10.01,17.36,9.38,128564.1,271.5,28.7,2.414621131,102.9603734,,237.2,16.5,2.523484792,102.1583115,209.3158123,1315,84,0.96065339,105.4800376,152.2003921,1077.8,67.5,0.845424175,105.7377514,149.1497483,-311,-26,-2.209591474,117.3801808,71.38263666,7.288317256,6.469920545,3.719008264
2007-11-01,34.4,5.3,138315,17.64,40.1,24.9,13757,9658.2,11547,2,10.04,17.44,9.42,128656.8,247.7,31.5,2.192171196,103.2420157,,206.4,21.3,2.183711039,102.3841074,209.7784535,1220,114,0.889893869,105.5670465,152.32594,1013.6,92.7,0.794088522,105.8139927,149.2572914,-284,-7,-2.02264796,117.3204844,71.34633337,6.808510638,6.440677966,3.886925795
2007-12-01,34.4,4.9,138413,17.69,40.1,25,13746,9673,11557.1,2,10.07,17.44,9.44,128740,222.2,10.1,1.96031725,103.33232,,194.9,14.8,2.056319305,102.5409984,210.0999131,1147,98,0.835603864,105.6418437,152.4338671,952.1,83.2,0.745062717,105.8824207,149.3538133,-269,-11,-1.919372101,117.2266758,71.28928534,6.560846561,5.711086226,3.753665689
2008-01-01,34.4,4.7,138430,17.74,40,25,13725,9662,11548.7,2,10.1,17.5,9.45,128768,175.1,-8.4,1.53953014,103.2572154,,144.7,-11,1.520389186,102.4243902,209.8609904,924,17,0.671970678,105.6548187,152.4525892,779.3,28,0.608881878,105.9054493,149.3862967,-283,-21,-2.020274129,117.0475866,71.18037548,5.870020964,5.11679644,3.803393798
2008-02-01,34.4,4.8,138346,17.8,40,24.8,13696,9658.8,11547.2,2,10.15,17.57,9.5,128687.2,156.4,-1.5,1.37303789,103.2438039,,126.2,-3.2,1.323878061,102.3904678,209.7914857,751,-84,0.545804717,105.5907068,152.3600802,624.8,-80.8,0.487887155,105.8389952,149.292559,-301,-29,-2.150460813,116.8002729,71.02997614,5.839416058,4.972375691,3.790087464
2008-03-01,34.4,4.7,138268,17.87,40.2,24.8,13659,9647.9,11537.6,1.9,10.15,17.63,9.5,128620.1,137.4,-9.6,1.205242013,103.15797,,112.3,-10.9,1.177692017,102.2749197,209.554735,483,-78,0.350546141,105.5311744,152.274179,370.7,-67.1,0.289046187,105.7838087,149.214715,-311,-37,-2.226198998,116.4847348,70.83808734,5.399792316,4.510451045,3.714451538
2008-04-01,34.3,4.6,138058,17.92,40,24.9,13599,9632.4,11522,2.1,10.19,17.63,9.52,128425.6,106,-15.6,0.928521374,103.01849,,80.4,-15.5,0.841708543,102.1106082,209.2180712,193,-210,0.139992021,105.3708947,152.0429065,112.6,-194.5,0.087754164,105.6238419,148.9890717,-346,-60,-2.481176049,115.9730513,70.5269163,5.15995872,4.271631982,3.703703704
2008-05-01,34.4,4.7,137872,17.98,40,25,13564,9627.8,11513.7,1.9,10.19,17.69,9.56,128244.2,77.8,-8.3,0.680313749,102.9442795,,55.5,-4.6,0.579797959,102.0618447,209.1181581,-136,-186,-0.098545012,105.2289328,151.8380652,-191.5,-181.4,-0.149101846,105.4746492,148.778626,-365,-35,-2.620432192,115.6745693,70.34539985,4.620123203,4.252998909,3.69088812
2008-06-01,34.4,4.6,137710,18.04,40,24.9,13504,9622.2,11502.6,1.9,10.22,17.75,9.59,128087.8,57.7,-11.1,0.504154689,102.8450342,,38,-5.6,0.396485883,102.0024806,208.9965248,-373,-162,-0.270127387,105.1052885,151.6596551,-411,-156.4,-0.319847345,105.3460177,148.5971832,-407,-60,-2.925742218,115.1628859,70.03422881,4.392236977,4.013015184,3.618609994
2008-07-01,34.3,4.4,137497,18.1,39.9,24.9,13430,9628.3,11497.9,1.9,10.24,17.8,9.58,127868.7,42.3,-4.7,0.36925172,102.8030113,,34.9,6.1,0.363791774,102.0671451,209.1290182,-552,-213,-0.399858021,104.9427191,151.4250787,-586.9,-219.1,-0.456889384,105.1658186,148.343001,-459,-74,-3.304773562,114.5318097,69.6504512,3.748733536,3.010752688,3.665521191
2008-08-01,34.3,4.1,137230,18.18,39.9,24.9,13358,9604.9,11467.3,1.8,10.28,17.8,9.64,127625.1,9.9,-30.6,0.086407038,102.529416,,2.8,-23.4,0.029160288,101.8190877,208.6207646,-799,-267,-0.578863862,104.738935,151.1310324,-801.8,-243.6,-0.624324032,104.9654694,148.0603958,-470,-72,-3.398900781,113.9177895,69.27704595,3.733602422,3.32261522,3.885714286
2008-09-01,34.2,4.3,136780,18.21,39.6,24.9,13275,9572.7,11427.4,1.8,10.31,17.83,9.68,127207.3,-59.4,-39.9,-0.517115298,102.1726691,,-47.7,-32.2,-0.49582138,101.4777437,207.9213727,-1337,-450,-0.968019867,104.3954786,150.6354486,-1289.3,-417.8,-1.003372852,104.6218491,147.5756978,-515,-83,-3.734590283,113.2099608,68.84659268,3.722334004,3.529411765,3.701594533
2008-10-01,34.2,4.3,136306,18.26,39.7,25,13147,9547.2,11399.3,1.8,10.32,17.9,9.67,126758.8,-116.2,-28.1,-1.009074725,101.9214263,,-89.7,-25.5,-0.930797248,101.2074248,207.3675065,-1895,-474,-1.371191236,104.0337045,150.1134336,-1805.3,-448.5,-1.404202262,104.2529795,147.0553841,-617,-128,-4.482708515,112.1183694,68.18276112,3.096903097,3.091684435,3.927148549
2008-11-01,34.1,3.7,135540,18.31,39.4,24.8,13034,9514.2,11350.2,1.5,10.3,17.95,9.67,126025.8,-196.8,-49.1,-1.704338789,101.4824219,,-144,-33,-1.490961049,100.8576002,206.6507385,-2775,-766,-2.00628999,103.4490654,149.2698399,-2631,-733,-2.04497547,103.6501225,146.2050164,-723,-113,-5.255506288,111.154699,67.59672233,2.589641434,2.653927813,3.798185941
2008-12-01,33.9,3.7,134846,18.38,39.1,24.7,12850,9484.2,11306.1,1.6,10.34,18,9.7,125361.8,-251,-44.1,-2.171825112,101.0881227,,-188.8,-30,-1.951824667,100.5395779,205.9991312,-3567,-694,-2.577070073,102.9193793,148.5055395,-3378.2,-664,-2.62404847,103.1040146,145.4346969,-896,-184,-6.518259857,109.5855364,66.64246447,2.68123138,2.754237288,3.900508762
2009-01-01,34,3.6,134053,18.4,38.9,24.8,12561,9462.3,11271.4,1.5,10.37,18.01,9.72,124590.7,-277.3,-34.7,-2.401136059,100.7778692,,-199.7,-21.9,-2.066859863,100.3074216,205.5234579,-4377,-793,-3.161886874,102.3141328,147.6322107,-4177.3,-771.1,-3.244051317,102.4698222,144.5401285,-1164,-289,-8.480874317,107.1209279,65.1436573,2.673267327,2.857142857,3.720405862
2009-02-01,34.1,3.4,133351,18.45,39,24.8,12380,9448.1,11245.9,1.4,10.37,18.09,9.75,123902.9,-301.3,-25.5,-2.609290564,100.549873,,-210.7,-14.2,-2.181430405,100.156891,205.2150304,-4995,-702,-3.610512772,101.7783409,146.8591,-4784.3,-687.8,-3.717774573,101.90414,143.7421982,-1316,-181,-9.60864486,105.5773495,64.20495799,2.167487685,2.631578947,3.651685393
2009-03-01,33.8,3.1,132528,18.5,38.6,24.7,12208,9419.4,11197.2,1.4,10.36,18.13,9.76,123108.6,-340.4,-48.7,-2.950353626,100.1144451,,-228.5,-28.7,-2.368391049,99.85264966,204.5916594,-5740,-823,-4.151358232,101.1501973,145.9527323,-5511.5,-794.3,-4.285100074,101.2508667,142.8207151,-1451,-172,-10.62303243,104.1105236,63.31293434,2.068965517,2.736842105,3.525461668
2009-04-01,33.8,3.2,131841,18.52,38.7,24.6,12030,9387.7,11150.1,1.3,10.38,18.16,9.77,122453.3,-371.9,-47.1,-3.22773824,99.69332284,,-244.7,-31.7,-2.540384536,99.51660607,203.9031277,-6217,-687,-4.503179823,100.6258539,145.1961411,-5972.3,-655.3,-4.650396806,100.7119141,142.0604886,-1569,-178,-11.53761306,102.5925294,62.38979359,1.864573111,2.62605042,3.348214286
