DATE,TWEXB
1995-10-25,93.5543
1995-11-01,94.2089
1995-11-08,94.8319
1995-11-15,94.972
1995-11-22,94.8056
1995-11-29,94.9469
1995-12-06,95.2565
1995-12-13,95.6957
1995-12-20,95.785
1995-12-27,95.4982
1996-01-03,95.6912
1996-01-10,96.0655
1996-01-17,96.2134
1996-01-24,96.653
1996-01-31,97.1248
1996-02-07,96.7502
1996-02-14,96.8453
1996-02-21,96.5935
1996-02-28,96.2483
1996-03-06,96.6128
1996-03-13,96.6377
1996-03-20,96.512
1996-03-27,96.6372
1996-04-03,96.5931
1996-04-10,96.7427
1996-04-17,97.0271
1996-04-24,96.9788
1996-05-01,97.0422
1996-05-08,97.0366
1996-05-15,97.1374
1996-05-22,97.4652
1996-05-29,97.8492
1996-06-05,97.6096
1996-06-12,97.9289
1996-06-19,97.7436
1996-06-26,97.8561
1996-07-03,97.8551
1996-07-10,98.1710
1996-07-17,97.8873
1996-07-24,97.3463
1996-07-31,97.3048
1996-08-07,97.1895
1996-08-14,97.2797
1996-08-21,97.3569
1996-08-28,97.2036
1996-09-04,97.3493
1996-09-11,97.6837
1996-09-18,97.9001
1996-09-25,97.8066
1996-10-02,98.0331
1996-10-09,98.0245
1996-10-16,98.2701
1996-10-23,98.3773
1996-10-30,98.3628
1996-11-06,98.2031
1996-11-13,97.7095
1996-11-20,97.6371
1996-11-27,97.8513
1996-12-04,98.6403
1996-12-11,98.7729
1996-12-18,98.9151
1996-12-25,99.0549
