,exp,imp,val_exp_ijp
0,ALB,ITA,6.41400003433
1,DZA,FRA,2.37398934364
2,ARG,BRA,192.67237854
3,ARG,CHL,10.0330677032
4,ARG,ECU,19.8068332672
5,ARG,MEX,43.7379989624
6,ARG,PRY,33.3770713806
7,ARG,PER,14.8100004196
8,ARG,URY,329.457183838
9,AUS,BEL,7.20900011063
10,AUS,LKA,104.266998291
11,AUS,CHN,73.7559967041
12,AUS,FJI,86.2649993896
13,AUS,HKG,233.300994873
14,AUS,ITA,28.9839992523
15,AUS,JPN,4.16200017929
16,AUS,MYS,235.91368103
17,AUS,MDV,1.06500005722
18,AUS,MUS,17.531999588
19,AUS,TWN,8.12899971008
20,AUS,NLD,1.07500004768
21,AUS,NCL,39.3867797852
22,AUS,NZL,253.827636719
23,AUS,PNG,18.1760005951
24,AUS,POL,72.8239974976
25,AUS,QAT,2.88899993896
26,AUS,SGP,82.6191635132
27,AUS,VNM,17.920999527
28,AUS,ZAF,32.8083496094
29,AUS,ESP,1.02300000191
30,AUS,THA,2052.11865234
31,AUS,ARE,45.8470001221
32,AUS,GBR,6.53521156311
33,AUS,USA,7.14751434326
34,AUT,AUS,6.132999897
35,AUT,BEL,2.0898001194
36,AUT,BRA,165.380996704
37,AUT,BGR,23.2430000305
38,AUT,BLR,24.2000007629
39,AUT,CHL,30.9241104126
40,AUT,COL,3.77099990845
41,AUT,HRV,129.740203857
42,AUT,CZE,88.3823623657
43,AUT,DNK,135.482666016
44,AUT,FIN,4.41032314301
45,AUT,FRA,54.0000762939
46,AUT,DEU,1383.84716797
47,AUT,GRC,5.46075773239
48,AUT,HUN,161.310440063
49,AUT,IRN,25.0480003357
50,AUT,ISR,190.0
51,AUT,ITA,116.206703186
52,AUT,JPN,8.45199966431
53,AUT,KAZ,19.6151313782
54,AUT,MLT,61.0019989014
55,AUT,MEX,92.5449142456
56,AUT,NLD,232.748275757
57,AUT,NOR,44.8488235474
58,AUT,POL,361.954986572
59,AUT,PRT,1.40801787376
60,AUT,ROU,182.617263794
61,AUT,RUS,70.1389312744
62,AUT,SRB,38.9079246521
63,AUT,SVK,55.6665763855
64,AUT,SVN,40.3295326233
65,AUT,ZAF,5.1101269722
66,AUT,ESP,85.0256118774
67,AUT,SWE,46.5950012207
68,AUT,CHE,41.7191886902
69,AUT,TUN,12.4770002365
70,AUT,TUR,23.1019992828
71,AUT,UKR,2700.36376953
72,AUT,GBR,48.8347740173
73,AUT,USA,11.9537115097
74,BHR,KWT,1.2490156889
75,BHR,SAU,626.218994141
76,BHR,ARE,1.20299994946
77,BGD,KOR,67.6510009766
78,BGD,VNM,270.263000488
79,BGD,THA,1.47399997711
80,BEL,DZA,201.327514648
81,BEL,AUS,14.3314676285
82,BEL,AUT,9.66585636139
83,BEL,BRA,95.00806427
84,BEL,BGR,17.4979991913
85,BEL,BDI,2.96499991417
86,BEL,CAN,5.0529999733
87,BEL,CHN,6.60200023651
88,BEL,COL,72.5240631104
89,BEL,CYP,3.55159044266
90,BEL,CZE,7.27927875519
91,BEL,BEN,14.2290000916
92,BEL,DNK,1.48987281322
93,BEL,FIN,96.8022842407
94,BEL,FRA,14760.3740234
95,BEL,GEO,4.52299976349
96,BEL,DEU,4340.94873047
97,BEL,GRC,89.9035720825
98,BEL,HKG,94.070602417
99,BEL,HUN,113.863815308
100,BEL,ISL,1.0759999752
101,BEL,IDN,2.2643392086
102,BEL,IRL,5.06300020218
103,BEL,ITA,957.891296387
104,BEL,JPN,14.3850002289
105,BEL,KOR,30.6859550476
106,BEL,KWT,1.00100004673
107,BEL,LBN,1.20607340336
108,BEL,LVA,10.180513382
109,BEL,LTU,21.8840007782
110,BEL,MDG,110.646003723
111,BEL,MYS,55.1399993896
112,BEL,MEX,3.64100003242
113,BEL,TWN,4.90700006485
114,BEL,MAR,55.882900238
115,BEL,NLD,334.099456787
116,BEL,NZL,67.1805038452
117,BEL,NGA,52.9640007019
118,BEL,NOR,7.64329862595
119,BEL,PAK,89.3209991455
120,BEL,PHL,9.94999980927
121,BEL,POL,657.295410156
122,BEL,PRT,403.86126709
123,BEL,ROU,1884.58557129
124,BEL,RUS,70.1809692383
125,BEL,IND,9.14894199371
126,BEL,SVK,21.2749996185
127,BEL,VNM,124.652999878
128,BEL,SVN,292.896759033
129,BEL,ZAF,4.40299987793
130,BEL,ESP,226.97517395
131,BEL,SWE,24.1384983063
132,BEL,CHE,39.8559989929
133,BEL,THA,410.90802002
134,BEL,ARE,2.14800000191
135,BEL,TUN,344.665985107
136,BEL,TUR,12.2237262726
137,BEL,UKR,40.6125564575
138,BEL,GBR,32.3358306885
139,BEL,USA,213.700012207
140,BOL,DZA,47.0099983215
141,BIH,AUT,1.23899996281
142,BIH,HRV,8.07279872894
143,BIH,DEU,3.04999995232
144,BIH,ITA,1.45200002193
145,BIH,SRB,1.86600005627
146,BIH,CHE,3.95987701416
147,BRA,AGO,14.7740001678
148,BRA,ARG,887.451049805
149,BRA,BOL,3.60190105438
150,BRA,CHN,3.01699995995
151,BRA,COL,4.25247526169
152,BRA,DOM,41.6290016174
153,BRA,GNQ,3.46700000763
154,BRA,GTM,35.7736701965
155,BRA,ISR,5.7685379982
156,BRA,MLT,46.3100013733
157,BRA,MEX,407.375
158,BRA,NLD,1.38399994373
159,BRA,NIC,15.142999649
160,BRA,PAN,9.40600013733
161,BRA,PRY,199.673553467
162,BRA,PER,4.31732416153
163,BRA,ZAF,22.5817890167
164,BRA,ESP,2.49100708961
165,BRA,THA,1.90859150887
166,BRA,USA,10.5246582031
167,BRA,VEN,4.07899999619
168,BGR,ALB,15.1190004349
169,BGR,BEL,12.1198244095
170,BGR,BIH,13.6750001907
171,BGR,CZE,1.27300000191
172,BGR,DNK,4.75026416779
173,BGR,FRA,64.5414352417
174,BGR,GRC,243.739883423
175,BGR,ITA,10.285036087
176,BGR,NLD,11.3009996414
177,BGR,ROU,91.6369171143
178,BGR,RUS,93.9604797363
179,BGR,SRB,93.1753234863
180,BGR,ESP,23.0079994202
181,BGR,THA,1.15999996662
182,BGR,MKD,16.1097621918
183,BGR,GBR,5.00699996948
184,BLR,DEU,10.1999998093
185,BLR,NLD,83.9000015259
186,BLR,RUS,9395.35839844
187,BLR,EGY,328.62600708
188,KHM,IDN,181.636001587
189,KHM,IND,6.56300020218
190,KHM,SGP,1.5870000124
191,KHM,VNM,39.1059989929
192,CAN,ARG,2.36400008202
193,CAN,AUS,28.3324012756
194,CAN,BRB,3.02900004387
195,CAN,BRA,13.2060003281
196,CAN,CHL,13.3012037277
197,CAN,CHN,245.380569458
198,CAN,COL,33.4269981384
199,CAN,DOM,112.623985291
200,CAN,FJI,31.6200008392
201,CAN,FRA,2.0938603878
202,CAN,DEU,76.2641067505
203,CAN,GRL,10.8470001221
204,CAN,HKG,20.4570007324
205,CAN,IDN,4.66831922531
206,CAN,IRL,26.2262783051
207,CAN,JPN,30.0249996185
208,CAN,KOR,17.3349990845
209,CAN,LTU,19.9894161224
210,CAN,MEX,17.6380195618
211,CAN,NLD,74.1483078003
212,CAN,NZL,7.54213190079
213,CAN,PAN,17.7590007782
214,CAN,POL,1.84300005436
215,CAN,SPM,1.19400000572
216,CAN,SGP,15.6774959564
217,CAN,VNM,3.4430000782
218,CAN,ZAF,1.16700005531
219,CAN,THA,34.6040000916
220,CAN,GBR,633.428771973
221,CAN,USA,11810.0341797
222,CAF,COD,22.5440006256
223,LKA,ARG,6.92600011826
224,LKA,BGD,6.35900020599
225,LKA,DNK,351.99798584
226,LKA,FIN,6.90299987793
227,LKA,DEU,2.55200004578
228,LKA,ITA,229.479003906
229,LKA,KWT,1.56200003624
230,LKA,MDV,13.9855260849
231,LKA,VNM,13.2609996796
232,LKA,ZAF,173.06199646
233,LKA,ESP,115.144996643
234,LKA,TUR,129.819000244
235,LKA,GBR,886.702026367
236,LKA,USA,361.343994141
237,CHL,CAN,2.44755244255
238,CHL,COL,36.4519996643
239,CHL,MEX,46.7540016174
240,CHL,PER,3.0150001049
241,CHN,DZA,69921.265625
242,CHN,ARG,185.979141235
243,CHN,AUS,3453.05883789
244,CHN,AUT,79.766998291
245,CHN,BHS,23.8409996033
246,CHN,BHR,52.6990013123
247,CHN,BGD,1084.12402344
248,CHN,BEL,1451.75
249,CHN,BOL,37.9910011292
250,CHN,BIH,28.4710006714
251,CHN,BRA,1427.67932129
252,CHN,BRN,408.954986572
253,CHN,BGR,101.580001831
254,CHN,MMR,9.0030002594
255,CHN,BLR,27.3148136139
256,CHN,CMR,4.46500015259
257,CHN,CAN,497.810852051
258,CHN,CAF,60.4799995422
259,CHN,LKA,1896.32543945
260,CHN,CHL,576.096191406
261,CHN,COL,264.6043396
262,CHN,COG,18.7199993134
263,CHN,HRV,68.1157989502
264,CHN,CUB,269.789001465
265,CHN,CZE,127.488639832
266,CHN,BEN,4.94600009918
267,CHN,DNK,807.036315918
268,CHN,DOM,1529.23754883
269,CHN,ECU,343.75491333
270,CHN,SLV,420.707000732
271,CHN,ETH,2562.3269043
272,CHN,EST,12.1977539062
273,CHN,FJI,1086.34020996
274,CHN,FIN,248.473999023
275,CHN,FRA,1440.71606445
276,CHN,PYF,1.31200003624
277,CHN,GEO,93.3840026855
278,CHN,DEU,21464.6855469
279,CHN,GRC,157.360946655
280,CHN,GTM,749.75579834
281,CHN,GIN,73.3519973755
282,CHN,GUY,8.26000022888
283,CHN,HND,400.803985596
284,CHN,HKG,164.656585693
285,CHN,HUN,60.3384780884
286,CHN,IDN,15634.5
287,CHN,IRN,864.729003906
288,CHN,IRQ,5.492000103
289,CHN,IRL,59.2552604675
290,CHN,ISR,1716.24865723
291,CHN,ITA,8738.8515625
292,CHN,JAM,28.6879997253
293,CHN,JPN,2821.51293945
294,CHN,KAZ,61.0282173157
295,CHN,JOR,2058.01196289
296,CHN,KEN,5.77500009537
297,CHN,KOR,5573.57177734
298,CHN,KWT,1276.19396973
299,CHN,LBN,214.490005493
300,CHN,LVA,3.08599996567
301,CHN,LTU,246.740875244
302,CHN,MDG,251.994003296
303,CHN,MWI,25.7670001984
304,CHN,MYS,1126.24621582
305,CHN,MDV,27.3789997101
306,CHN,MLT,22.9130001068
307,CHN,MUS,429.345001221
308,CHN,MEX,2028.3503418
309,CHN,TWN,6.59700012207
310,CHN,MNG,202.43800354
311,CHN,MNE,34.2340011597
312,CHN,MAR,30.7581920624
313,CHN,MOZ,515.410888672
314,CHN,OMN,778.0
315,CHN,NPL,101.906997681
316,CHN,NLD,170.585067749
317,CHN,NCL,7.5720000267
318,CHN,NZL,1377.4609375
319,CHN,NIC,339.579986572
320,CHN,NGA,24.9190006256
321,CHN,NOR,256.223846436
322,CHN,PAK,1012.8046875
323,CHN,PAN,4126.66015625
324,CHN,PRY,12.4779996872
325,CHN,PHL,2459.484375
326,CHN,POL,5267.04736328
327,CHN,PRT,12.314740181
328,CHN,QAT,1743.38305664
329,CHN,ROU,192.524993896
330,CHN,RUS,355.921112061
331,CHN,RWA,12.0240001678
332,CHN,SAU,384.929992676
333,CHN,SEN,4.67000007629
334,CHN,SRB,308.674987793
335,CHN,IND,4692.41552734
336,CHN,SGP,636.016174316
337,CHN,SVK,80.0810012817
338,CHN,VNM,35507.953125
339,CHN,SVN,711.523620605
340,CHN,ZAF,1481.44836426
341,CHN,ZWE,25.8090000153
342,CHN,ESP,5605.01660156
343,CHN,SWE,332.315582275
344,CHN,CHE,15064.5966797
345,CHN,THA,4948.97021484
346,CHN,ARE,73.0820007324
347,CHN,TUR,1287.66162109
348,CHN,UGA,113.63999939
349,CHN,UKR,784.699035645
350,CHN,MKD,87.3820037842
351,CHN,EGY,225.958999634
352,CHN,GBR,7076.34423828
353,CHN,TZA,159.761001587
354,CHN,USA,10015.5068359
355,CHN,URY,68.6906280518
356,CHN,WSM,25.9479999542
357,CHN,YEM,3693.62792969
358,CHN,ZMB,7.26399993896
359,COL,ARG,458.75112915
360,COL,BOL,1.81021761894
361,COL,DOM,10.031999588
362,COL,ECU,212.251708984
363,COL,GTM,37.0285377502
364,COL,HTI,60.1949996948
365,COL,MEX,4.75500011444
366,COL,PER,105.25894928
367,COL,PHL,9.74899959564
368,COL,SAU,2.22000002861
369,COL,VEN,2967.37890625
370,HRV,AUT,19.3379993439
371,HRV,BIH,2.44899988174
372,HRV,DEU,26.9610004425
373,HRV,HKG,8.14999961853
374,HRV,HUN,2.10800004005
375,HRV,NLD,162.061004639
376,HRV,SRB,1.09399998188
377,HRV,SVN,34.0550003052
378,CYP,RUS,256.109985352
379,CYP,USA,1.38800001144
380,CZE,DZA,2.64100003242
381,CZE,AUT,1.24498021603
382,CZE,BIH,8.82471752167
383,CZE,BRA,2060.60302734
384,CZE,BGR,19.8047790527
385,CZE,BLR,4.18103551865
386,CZE,CHN,4.11899995804
387,CZE,HRV,21.3009281158
388,CZE,DNK,30.75
389,CZE,FIN,16.8670005798
390,CZE,FRA,13.7785625458
391,CZE,DEU,26389.9296875
392,CZE,HUN,6.51531744003
393,CZE,ITA,3.2688934803
394,CZE,JPN,26.9198818207
395,CZE,KOR,5.99892711639
396,CZE,LVA,28.4057044983
397,CZE,LTU,1935.99438477
398,CZE,MDV,3.50999999046
399,CZE,MEX,1164.03100586
400,CZE,NLD,7832.12890625
401,CZE,NOR,6.90763568878
402,CZE,POL,12543.1630859
403,CZE,PRT,275.579376221
404,CZE,ROU,4584.25146484
405,CZE,RUS,301.173919678
406,CZE,SRB,43.7449989319
407,CZE,IND,39.8510017395
408,CZE,SGP,7.55800008774
409,CZE,SVK,152.658203125
410,CZE,SVN,13.9867153168
411,CZE,ESP,1.27999997139
412,CZE,SWE,130.261001587
413,CZE,CHE,841.604553223
414,CZE,THA,1577.39831543
415,CZE,TUN,274.907012939
416,CZE,TUR,2.9470000267
417,CZE,UKR,12.3171482086
418,CZE,MKD,68.9762802124
419,CZE,USA,50.6627655029
420,DNK,AUT,13.388999939
421,DNK,BRA,4.27500009537
422,DNK,BGR,124.917877197
423,DNK,CAN,3.40899991989
424,DNK,LKA,1.70700001717
425,DNK,EST,11.8606500626
426,DNK,FIN,2.90480518341
427,DNK,FRA,4.15504837036
428,DNK,DEU,24.5608100891
429,DNK,GRL,1.14602601528
430,DNK,ISL,6.37400007248
431,DNK,ITA,242.78276062
432,DNK,JPN,12.704000473
433,DNK,LVA,16.9470005035
434,DNK,NLD,81.4955291748
435,DNK,NZL,5.5689997673
436,DNK,NOR,36.564907074
437,DNK,POL,90.2261199951
438,DNK,PRT,65.2152404785
439,DNK,QAT,3.20000004768
440,DNK,ROU,3.50012111664
441,DNK,RUS,22.5830001831
442,DNK,VNM,2.38499999046
443,DNK,SVN,2.63927960396
444,DNK,ESP,125.250350952
445,DNK,SWE,23.631275177
446,DNK,THA,262.149993896
447,DNK,ARE,5.13500022888
448,DNK,UKR,181.220153809
449,DNK,GBR,756.821166992
450,DNK,USA,22.4459648132
451,DOM,HTI,18.3740005493
452,DOM,MEX,4.23000001907
453,DOM,LCA,18.3490009308
454,DOM,TCA,2.38199996948
455,DOM,USA,5.73641872406
456,SLV,DOM,284.127990723
457,SLV,GTM,31.2381591797
458,SLV,HND,13.6600284576
459,SLV,KOR,1.16700005531
460,SLV,PAN,22.920999527
461,SLV,USA,2.24699997902
462,ETH,PAK,4.0689997673
463,EST,DNK,15.8299999237
464,EST,FIN,367.072998047
465,EST,DEU,24.4740009308
466,EST,JPN,31.4890003204
467,EST,LVA,10.9238576889
468,EST,LTU,48.3281059265
469,EST,POL,2.60100007057
470,EST,RUS,207.414001465
471,FJI,ASM,10.5310001373
472,FJI,CPV,2.43099999428
473,FJI,CXR,9.10400009155
474,FJI,COK,19.2380008698
475,FJI,PYF,15.420999527
476,FJI,KIR,47.8380012512
477,FJI,NRU,1.70799994469
478,FJI,VUT,36.1100006104
479,FJI,NZL,86.0587692261
480,FJI,WLF,5.40399980545
481,FJI,WSM,31.1459999084
482,FIN,AUS,12.7629995346
483,FIN,BLR,15.4393005371
484,FIN,DNK,39.0400009155
485,FIN,EST,4.99647140503
486,FIN,ISR,1.02341365814
487,FIN,JPN,22.9060001373
488,FIN,POL,8.10321044922
489,FIN,PRT,10.6776304245
490,FIN,RUS,23.111000061
491,FIN,VNM,3.39499998093
492,FIN,SWE,18.4270687103
493,FRA,DZA,349.123046875
494,FRA,AUS,227.571228027
495,FRA,AUT,223.983505249
496,FRA,BHR,3.23123192787
497,FRA,BEL,874.717834473
498,FRA,BRA,18.6353206635
499,FRA,BGR,857.918579102
500,FRA,BLR,24.2999992371
501,FRA,CAN,120.996543884
502,FRA,LKA,7.8060002327
503,FRA,TCD,20.670999527
504,FRA,CHN,1837.03967285
505,FRA,HRV,68.7106552124
506,FRA,CZE,651.631530762
507,FRA,DNK,282.313995361
508,FRA,DOM,1.83000004292
509,FRA,SLV,2.01994466782
510,FRA,EST,8.99103832245
511,FRA,FIN,45.2555351257
512,FRA,GAB,6.65000009537
513,FRA,DEU,1948.85375977
514,FRA,GRC,52.9893493652
515,FRA,HKG,36.4700012207
516,FRA,HUN,203.092086792
517,FRA,ISL,3.10100007057
518,FRA,IDN,3.55399990082
519,FRA,IRL,2.75506687164
520,FRA,ISR,118.773414612
521,FRA,ITA,1567.13293457
522,FRA,CIV,222.796005249
523,FRA,JPN,73.0947875977
524,FRA,KOR,4.75120735168
525,FRA,KWT,11.2366218567
526,FRA,LBN,19.3129196167
527,FRA,LVA,127.737998962
528,FRA,LTU,72.9485549927
529,FRA,MDG,513.173095703
530,FRA,MYS,32.1921768188
531,FRA,MDV,1.2879999876
532,FRA,MUS,204.039001465
533,FRA,MEX,11.3847703934
534,FRA,TWN,38.8050003052
535,FRA,MAR,964.284606934
536,FRA,NLD,185.043960571
537,FRA,NCL,14.006608963
538,FRA,NZL,3.4422814846
539,FRA,NER,1.43499994278
540,FRA,NGA,4.44600009918
541,FRA,NOR,1.23954880238
542,FRA,PAK,1.8409999609
543,FRA,POL,8036.94482422
544,FRA,PRT,827.403564453
545,FRA,QAT,35.2766647339
546,FRA,ROU,862.932861328
547,FRA,RUS,158.888580322
548,FRA,SAU,90.6179962158
549,FRA,SEN,16.6802349091
550,FRA,SRB,137.586471558
551,FRA,IND,9.94166946411
552,FRA,SGP,2.14496254921
553,FRA,SVK,27.7748088837
554,FRA,VNM,48.569896698
555,FRA,SVN,9.29498386383
556,FRA,ZAF,174.466567993
557,FRA,ESP,646.244506836
558,FRA,SWE,158.188980103
559,FRA,CHE,5144.48388672
560,FRA,THA,380.880310059
561,FRA,ARE,300.904998779
562,FRA,TUN,5257.64697266
563,FRA,TUR,88.1361846924
564,FRA,UKR,178.464767456
565,FRA,MKD,80.3050003052
566,FRA,EGY,4.28700017929
567,FRA,GBR,1295.68249512
568,FRA,USA,421.975097656
569,PSE,ISR,15.6309995651
570,DEU,DZA,98.7937011719
571,DEU,AZE,11.3330001831
572,DEU,ARG,142.060134888
573,DEU,AUS,417.579376221
574,DEU,AUT,2075.79370117
575,DEU,BHR,3.02249741554
576,DEU,BGD,3.60299992561
577,DEU,ARM,4.24058771133
578,DEU,BRB,1.47399997711
579,DEU,BEL,3807.81787109
580,DEU,BIH,124.778999329
581,DEU,BRA,888.714599609
582,DEU,BGR,151.721832275
583,DEU,BLR,14.5776185989
584,DEU,CAN,259.80871582
585,DEU,LKA,198.466049194
586,DEU,CHL,130.617996216
587,DEU,CHN,9245.28515625
588,DEU,COL,152.179000854
589,DEU,HRV,422.222381592
590,DEU,CZE,2278.75317383
591,DEU,DNK,621.46887207
592,DEU,ECU,24.2709999084
593,DEU,EST,44.5149726868
594,DEU,FIN,460.656463623
595,DEU,FRA,2088.31347656
596,DEU,GEO,14.650803566
597,DEU,PSE,5.72800016403
598,DEU,GHA,38.4399986267
599,DEU,GRC,52.2102241516
600,DEU,HKG,35.7000007629
601,DEU,HUN,1354.05834961
602,DEU,ISL,4.57951450348
603,DEU,IDN,655.333068848
604,DEU,IRN,460.117004395
605,DEU,IRQ,109.066001892
606,DEU,IRL,898.085388184
607,DEU,ISR,412.296173096
608,DEU,ITA,6668.65283203
609,DEU,JPN,1036.24475098
610,DEU,KAZ,25.9024238586
611,DEU,JOR,25.346862793
612,DEU,KEN,15.388999939
613,DEU,KOR,226.71673584
614,DEU,KWT,35.8878746033
615,DEU,LBN,5.98795127869
616,DEU,LVA,133.510223389
617,DEU,LTU,34.1793136597
618,DEU,MAC,13.0129995346
619,DEU,MDG,169.904006958
620,DEU,MYS,707.590942383
621,DEU,MLT,1.6233342886
622,DEU,MUS,2.61599993706
623,DEU,MEX,1838.67651367
624,DEU,TWN,56.6409988403
625,DEU,MDA,56.6826438904
626,DEU,MAR,154.97265625
627,DEU,OMN,82.0603103638
628,DEU,NLD,17068.2773438
629,DEU,NCL,1.19200003147
630,DEU,NZL,71.5751342773
631,DEU,NIC,3.55635023117
632,DEU,NGA,11.281999588
633,DEU,NOR,535.950134277
634,DEU,PAK,9.36696815491
635,DEU,PAN,3.2794213295
636,DEU,PER,333.420288086
637,DEU,PHL,45.4799995422
638,DEU,POL,40341.5976562
639,DEU,PRT,29593.5722656
640,DEU,QAT,4.32595348358
641,DEU,ROU,12230.6123047
642,DEU,RUS,1819.06164551
643,DEU,SAU,42.2620010376
644,DEU,SRB,166.562362671
645,DEU,IND,205.62677002
646,DEU,SGP,80.4950485229
647,DEU,SVK,222.381317139
648,DEU,VNM,712.426269531
649,DEU,SVN,343.99597168
650,DEU,ZAF,632.647949219
651,DEU,ZWE,146.70199585
652,DEU,ESP,2253.52905273
653,DEU,SWE,2359.42016602
654,DEU,CHE,42219.9648438
655,DEU,THA,389.69140625
656,DEU,ARE,68.8769989014
657,DEU,TUN,155.126998901
658,DEU,TUR,1283.6204834
659,DEU,UKR,1311.16906738
660,DEU,MKD,645.916748047
661,DEU,EGY,7.46945810318
662,DEU,GBR,3203.35864258
663,DEU,USA,4412.98925781
664,DEU,BFA,66.40599823
665,DEU,URY,36.2610244751
666,GHA,BFA,2.73300004005
667,GRC,BGR,561.661560059
668,GRC,CYP,111.735122681
669,GRC,CZE,114.400001526
670,GRC,DEU,5.43766355515
671,GRC,HUN,1.81799995899
672,GRC,ISR,2.0
673,GRC,ITA,427.80065918
674,GRC,KWT,2.7460000515
675,GRC,LVA,7.38500022888
676,GRC,NLD,536.366027832
677,GRC,POL,1.89596426487
678,GRC,ROU,92.3243179321
679,GRC,RUS,1.58800005913
680,GRC,ESP,5.8123421669
681,GRC,TUR,2.59999990463
682,GTM,CAN,9.47500038147
683,GTM,DOM,90.5739974976
684,GTM,SLV,191.266220093
685,GTM,HND,32.6107711792
686,GTM,NIC,38.6539993286
687,GTM,VNM,354.480987549
688,GTM,USA,73.9909973145
689,HTI,DOM,9.41800022125
690,HND,MEX,27.5090007782
691,HKG,DZA,59.1679992676
692,HKG,AUS,7.03891277313
693,HKG,BRA,3.73289465904
694,HKG,MMR,924.182006836
695,HKG,CAN,7.94299983978
696,HKG,LKA,784.461120605
697,HKG,CHN,63.5857543945
698,HKG,COL,3.63899993896
699,HKG,DNK,211.222000122
700,HKG,DOM,61.6489982605
701,HKG,SLV,15.642999649
702,HKG,FJI,21.0690002441
703,HKG,FIN,1.25600004196
704,HKG,FRA,10.0570001602
705,HKG,GEO,16.388999939
706,HKG,GTM,10.6920003891
707,HKG,HUN,3.03900003433
708,HKG,IDN,4970.52294922
709,HKG,IRN,73.28099823
710,HKG,ISR,14.0
711,HKG,ITA,27.9580001831
712,HKG,JOR,22.0300006866
713,HKG,MDG,1.74100005627
714,HKG,MYS,78.3242111206
715,HKG,MDV,1.79100000858
716,HKG,TWN,2.65400004387
717,HKG,NZL,1.25300002098
718,HKG,NIC,13.5389995575
719,HKG,PAK,1.09200000763
720,HKG,PAN,45.938999176
721,HKG,PHL,984.75402832
722,HKG,IND,1299.96679688
723,HKG,SGP,12.4720001221
724,HKG,VNM,2334.34790039
725,HKG,ZAF,36.1759986877
726,HKG,THA,232.546447754
727,HKG,GBR,191.878997803
728,HKG,USA,27.1353683472
729,HUN,AUT,88.68409729
730,HUN,HRV,8.18824291229
731,HUN,CZE,1.44676589966
732,HUN,FRA,4959.05322266
733,HUN,DEU,178.760269165
734,HUN,ITA,384.52746582
735,HUN,ROU,1642.58093262
736,HUN,RUS,14.1149997711
737,HUN,SRB,2.04600000381
738,HUN,SVK,14.8389997482
739,HUN,TUR,310.032989502
740,HUN,UKR,318.803619385
741,HUN,MKD,1.11199998856
742,IDN,DZA,107.417327881
743,IDN,ARG,29.531999588
744,IDN,AUS,85.847442627
745,IDN,BHR,600.948913574
746,IDN,BGD,247.50100708
747,IDN,BEL,6.53956365585
748,IDN,BOL,7.45399999619
749,IDN,BIH,58.4269981384
750,IDN,BRA,1710.53601074
751,IDN,BRN,212.016998291
752,IDN,MMR,615.872009277
753,IDN,BDI,5.46799993515
754,IDN,BLR,1.39999997616
755,IDN,KHM,67.2350006104
756,IDN,CAN,99.8606262207
757,IDN,LKA,324.592010498
758,IDN,CHL,39.8233222961
759,IDN,CHN,724.361022949
760,IDN,COL,611.888977051
761,IDN,CYP,11.7709999084
762,IDN,CZE,1.5759999752
763,IDN,ECU,8.20297718048
764,IDN,FJI,6.91300582886
765,IDN,FIN,166.815002441
766,IDN,FRA,109.876075745
767,IDN,DEU,661.808776855
768,IDN,GRC,68.5474395752
769,IDN,HKG,449.579986572
770,IDN,ITA,281.993865967
771,IDN,JPN,4901.81542969
772,IDN,JOR,56.8506126404
773,IDN,KEN,940.491027832
774,IDN,KOR,166.511001587
775,IDN,KWT,1248.97265625
776,IDN,LBN,929.172790527
777,IDN,LBY,59.516998291
778,IDN,LTU,19.8029994965
779,IDN,MYS,4562.24609375
780,IDN,MDV,2.69608020782
781,IDN,MUS,112.007926941
782,IDN,MEX,466.25
783,IDN,TWN,67.3069992065
784,IDN,MAR,9.07989883423
785,IDN,OMN,348.388000488
786,IDN,NLD,178.826553345
787,IDN,PRY,26.9309997559
788,IDN,PHL,557.250976562
789,IDN,POL,641.733154297
790,IDN,PRT,58.8409996033
791,IDN,QAT,356.244995117
792,IDN,ROU,73.3550033569
793,IDN,RUS,26.6159992218
794,IDN,SAU,13300.6777344
795,IDN,IND,426.501251221
796,IDN,SGP,620.921325684
797,IDN,VNM,1466.4543457
798,IDN,SOM,216.149993896
799,IDN,ZAF,149.035430908
800,IDN,ZWE,21.5979995728
801,IDN,ESP,451.61340332
802,IDN,SDN,122.727996826
803,IDN,SYR,327.657012939
804,IDN,THA,736.218139648
805,IDN,ARE,63451.578125
806,IDN,TUN,858.182983398
807,IDN,TUR,4796.55957031
808,IDN,UKR,408.894012451
809,IDN,MKD,92.7600021362
810,IDN,EGY,451.82699585
811,IDN,GBR,388.248626709
812,IDN,TZA,55.8680000305
813,IDN,USA,44.2852745056
814,IDN,URY,13.2539997101
815,IDN,YEM,175.032806396
816,IRL,BRA,22.2070007324
817,IRL,CHN,4.12300014496
818,IRL,DNK,1.07400000095
819,IRL,DEU,12.4256029129
820,IRL,PER,19.7479991913
821,IRL,ROU,449.963989258
822,IRL,RUS,17.079000473
823,IRL,ARE,7.08199977875
824,IRL,GBR,1.57299995422
825,IRL,USA,8.23048400879
826,ISR,BRA,295.027496338
827,ISR,COL,7.28299999237
828,ISR,ECU,2.01699995995
829,ISR,FRA,1.11589825153
830,ISR,GEO,5.13289880753
831,ISR,PSE,9.84799957275
832,ISR,JOR,13.5799999237
833,ISR,MEX,42.5130004883
834,ISR,NLD,2211.30004883
835,ISR,PAN,19.4470005035
836,ISR,IND,95.4589996338
837,ISR,ESP,6.34299993515
838,ISR,THA,569.877990723
839,ISR,EGY,101.414001465
840,ISR,USA,10.4999332428
841,ITA,ALB,255.771286011
842,ITA,DZA,27.4540538788
843,ITA,AZE,6.03499984741
